# Region type : patch domain1_to_solid_wall
# Faces         : 4800
# Area          : 4.00000000e-04
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(T)
200             	1.04999123e-02
400             	1.04999085e-02
600             	1.04999065e-02
800             	1.04999050e-02
1000            	1.04999036e-02
1200            	1.04999025e-02
1400            	1.04999015e-02
1600            	1.04999006e-02
1800            	1.04998998e-02
2000            	1.04998991e-02
