# Region type : patch domain1_to_solid_wall
# Faces         : 4800
# Area          : 8.00000000e-04
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(T)
200             	1.04998738e-02
400             	1.04998662e-02
600             	1.04998613e-02
800             	1.04998568e-02
1000            	1.04998527e-02
1200            	1.04998488e-02
1400            	1.04998452e-02
1600            	1.04998417e-02
1800            	1.04998383e-02
2000            	1.04998350e-02
