# Region type : patch outlet
# Faces         : 400
# Area          : 1.00000000e-06
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(T)
200             	1.04581437e-02
400             	1.04962842e-02
600             	1.04995930e-02
800             	1.04998789e-02
1000            	1.04999025e-02
1200            	1.04999038e-02
1400            	1.04999031e-02
1600            	1.04999025e-02
1800            	1.04999018e-02
2000            	1.04999009e-02
