# Region type : patch domain1_to_solid_wall
# Faces         : 4800
# Area          : 4.00000000e-04
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(T)
200             	1.24993788e-02
400             	1.24993537e-02
600             	1.24993419e-02
800             	1.24993327e-02
1000            	1.24993252e-02
1200            	1.24993190e-02
1400            	1.24993139e-02
1600            	1.24993095e-02
1800            	1.24993057e-02
2000            	1.24993024e-02
