# Region type : patch domain1_to_solid_wall
# Faces         : 4800
# Area          : 8.00000000e-04
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(T)
200             	1.04999111e-02
400             	1.04999058e-02
600             	1.04999023e-02
800             	1.04998992e-02
1000            	1.04998963e-02
1200            	1.04998935e-02
1400            	1.04998910e-02
1600            	1.04998885e-02
1800            	1.04998861e-02
2000            	1.04998838e-02
