# Wall heat-flux
# Time          	patch           	min             	max             	integral        
1               	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
2               	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
3               	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
4               	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
5               	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
6               	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
7               	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
8               	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
9               	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
10              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
11              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
12              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
13              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
14              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
15              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
16              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
17              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
18              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
19              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
20              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
21              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
22              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
23              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
24              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
25              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
26              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
27              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
28              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
29              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
30              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
31              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
32              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
33              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
34              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
35              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
36              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
37              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
38              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
39              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
40              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
41              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
42              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
43              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
44              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
45              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
46              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
47              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
48              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
49              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
50              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
51              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
52              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
53              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
54              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
55              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
56              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
57              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
58              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
59              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
60              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
61              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
62              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
63              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
64              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
65              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
66              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
67              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
68              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
69              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
70              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
71              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
72              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
73              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
74              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
75              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
76              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
77              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
78              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
79              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
80              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
81              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
82              	chipFace	-2.77400042e-04	-2.77400042e-04	-4.43840068e-07
