# Region type : patch domain1_to_solid_wall
# Faces         : 4800
# Area          : 8.00000000e-04
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(T)
200             	1.24993756e-02
400             	1.24993454e-02
600             	1.24993283e-02
800             	1.24993137e-02
1000            	1.24993008e-02
1200            	1.24992891e-02
1400            	1.24992785e-02
1600            	1.24992686e-02
1800            	1.24992593e-02
2000            	1.24992505e-02
