# Region type : patch outlet
# Faces         : 400
# Area          : 2.50000000e-07
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(T)
200             	1.22907940e-02
400             	1.24812797e-02
600             	1.24977828e-02
800             	1.24992062e-02
1000            	1.24993239e-02
1200            	1.24993298e-02
1400            	1.24993270e-02
1600            	1.24993243e-02
1800            	1.24993222e-02
2000            	1.24993205e-02
