# Region type : patch outlet
# Faces         : 400
# Area          : 2.50000000e-07
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(T)
200             	1.04581914e-02
400             	1.04962932e-02
600             	1.04995948e-02
800             	1.04998799e-02
1000            	1.04999038e-02
1200            	1.04999052e-02
1400            	1.04999048e-02
1600            	1.04999044e-02
1800            	1.04999040e-02
2000            	1.04999037e-02
