# Wall heat-flux
# Time          	patch           	min             	max             	integral        
258             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
259             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
260             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
261             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
262             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
263             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
264             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
265             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
266             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
267             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
268             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
269             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
270             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
271             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
272             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
273             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
274             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
275             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
276             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
277             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
278             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
279             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
280             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
281             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
282             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
283             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
284             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
285             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
286             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
287             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
288             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
289             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
290             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
291             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
292             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
293             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
294             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
295             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
296             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
297             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
298             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
299             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
300             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
301             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
302             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
303             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
304             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
305             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
306             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
307             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
308             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
309             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
310             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
311             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
312             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
313             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
314             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
315             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
316             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
317             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
318             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
319             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
320             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
321             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
322             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
323             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
324             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
325             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
326             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
327             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
328             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
329             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
330             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
331             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
332             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
333             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
334             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
335             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
336             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
337             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
338             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
339             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
340             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
341             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
342             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
343             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
344             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
345             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
346             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
347             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
348             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
349             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
350             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
351             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
352             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
353             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
354             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
355             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
356             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
357             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
358             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
359             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
360             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
361             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
362             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
363             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
364             	chipFace	-1.84933280e-05	-1.84933280e-05	-2.95893249e-08
