# Wall heat-flux
# Time          	patch           	min             	max             	integral        
1               	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
2               	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
3               	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
4               	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
5               	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
6               	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
7               	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
8               	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
9               	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
10              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
11              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
12              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
13              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
14              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
15              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
16              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
17              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
18              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
19              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
20              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
21              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
22              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
23              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
24              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
25              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
26              	chipFace	-6.67499999e-05	-6.67499999e-05	-2.67000000e-08
