# Region type : patch outlet
# Faces         : 400
# Area          : 2.50000000e-07
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(T)
200             	1.22909573e-02
400             	1.24814666e-02
600             	1.24979748e-02
800             	1.24994008e-02
1000            	1.24995204e-02
1200            	1.24995277e-02
1400            	1.24995260e-02
1600            	1.24995242e-02
1800            	1.24995227e-02
2000            	1.24995215e-02
