# Wall heat-flux
# Time          	patch           	min             	max             	integral        
218             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
219             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
220             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
221             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
222             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
223             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
224             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
225             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
226             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
227             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
228             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
229             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
230             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
231             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
232             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
233             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
234             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
235             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
236             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
237             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
238             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
239             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
240             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
241             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
242             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
243             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
244             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
245             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
246             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
247             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
248             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
249             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
250             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
251             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
252             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
253             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
254             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
255             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
256             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
257             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
258             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
259             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
260             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
261             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
262             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
263             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
264             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
265             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
266             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
267             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
268             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
269             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
270             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
271             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
272             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
273             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
274             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
275             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
